Location;Means of Transportation;TimeFrame;DataFormat;Data;Fips
Sheepshead Bay;Carpool, Taxi, Other;2014;Percent;0,08365;315
Sheepshead Bay;Driving Alone;2014;Percent;0,25468;315
Sheepshead Bay;Public Transit;2014;Percent;0,53201;315
Sheepshead Bay;Walking;2014;Percent;0,08761;315
Sheepshead Bay;Work at Home;2014;Percent;0,03624;315
South Beach;Work at Home;2014;Percent;0,04526;502
South Beach;Walking;2014;Percent;0,02245;502
South Beach;Public Transit;2014;Percent;0,29218;502
South Beach;Driving Alone;2014;Percent;0,54314;502
South Beach;Carpool, Taxi, Other;2014;Percent;0,09696;502
South Beach;Bicycle;2014;Percent;0;502
St. George;Bicycle;2014;Percent;0,00325;501
St. George;Carpool, Taxi, Other;2014;Percent;0,06778;501
St. George;Driving Alone;2014;Percent;0,51268;501
St. George;Public Transit;2014;Percent;0,36486;501
St. George;Walking;2014;Percent;0,03645;501
St. George;Work at Home;2014;Percent;0,01498;501
Sunnyside/Woodside;Bicycle;2014;Percent;0,00596;402
Sunnyside/Woodside;Carpool, Taxi, Other;2014;Percent;0,05065;402
Sunnyside/Woodside;Driving Alone;2014;Percent;0,17534;402
Sunnyside/Woodside;Public Transit;2014;Percent;0,69745;402
Sunnyside/Woodside;Walking;2014;Percent;0,04664;402
Sunnyside/Woodside;Work at Home;2014;Percent;0,02397;402
Sunset Park;Bicycle;2014;Percent;0,01253;307
Sunset Park;Carpool, Taxi, Other;2014;Percent;0,06692;307
Sunset Park;Driving Alone;2014;Percent;0,10597;307
Sunset Park;Public Transit;2014;Percent;0,65895;307
Sunset Park;Walking;2014;Percent;0,12531;307
Sunset Park;Work at Home;2014;Percent;0,03032;307
The Rockaways;Bicycle;2014;Percent;0,00307;414
The Rockaways;Carpool, Taxi, Other;2014;Percent;0,11958;414
The Rockaways;Driving Alone;2014;Percent;0,42453;414
The Rockaways;Public Transit;2014;Percent;0,3916;414
The Rockaways;Walking;2014;Percent;0,03888;414
The Rockaways;Work at Home;2014;Percent;0,02235;414
Throgs Neck;Bicycle;2014;Percent;0,00401;210
Throgs Neck;Carpool, Taxi, Other;2014;Percent;0,08244;210
Throgs Neck;Driving Alone;2014;Percent;0,43154;210
Throgs Neck;Public Transit;2014;Percent;0,41628;210
Throgs Neck;Walking;2014;Percent;0,04379;210
Throgs Neck;Work at Home;2014;Percent;0,02195;210
Tottenville;Bicycle;2014;Percent;0;503
Tottenville;Carpool, Taxi, Other;2014;Percent;0,08073;503
Tottenville;Driving Alone;2014;Percent;0,65937;503
Tottenville;Public Transit;2014;Percent;0,22014;503
Tottenville;Walking;2014;Percent;0,01729;503
Tottenville;Work at Home;2014;Percent;0,02247;503
Unionport/Soundview;Work at Home;2014;Percent;0,02108;209
Unionport/Soundview;Walking;2014;Percent;0,0488;209
Unionport/Soundview;Public Transit;2014;Percent;0,61706;209
Unionport/Soundview;Driving Alone;2014;Percent;0,2588;209
Unionport/Soundview;Carpool, Taxi, Other;2014;Percent;0,05191;209
Unionport/Soundview;Bicycle;2014;Percent;0,00236;209
University Heights;Work at Home;2014;Percent;0,05357;205
University Heights;Walking;2014;Percent;0,08201;205
University Heights;Public Transit;2014;Percent;0,66785;205
University Heights;Driving Alone;2014;Percent;0,13709;205
University Heights;Carpool, Taxi, Other;2014;Percent;0,05948;205
University Heights;Bicycle;2014;Percent;0;205
Upper East Side;Work at Home;2014;Percent;0,06628;108
Upper East Side;Walking;2014;Percent;0,20453;108
Upper East Side;Public Transit;2014;Percent;0,57399;108
Upper East Side;Driving Alone;2014;Percent;0,05636;108
Upper East Side;Carpool, Taxi, Other;2014;Percent;0,09105;108
Upper East Side;Bicycle;2014;Percent;0,00779;108
Upper West Side;Bicycle;2014;Percent;0,01172;107
Upper West Side;Carpool, Taxi, Other;2014;Percent;0,06223;107
Upper West Side;Driving Alone;2014;Percent;0,06266;107
Upper West Side;Public Transit;2014;Percent;0,68859;107
Upper West Side;Walking;2014;Percent;0,10092;107
Upper West Side;Work at Home;2014;Percent;0,07387;107
Washington Heights;Work at Home;2014;Percent;0,04981;112
Washington Heights;Walking;2014;Percent;0,11899;112
Washington Heights;Public Transit;2014;Percent;0,69494;112
Washington Heights;Driving Alone;2014;Percent;0,09082;112
Washington Heights;Carpool, Taxi, Other;2014;Percent;0,04391;112
Washington Heights;Bicycle;2014;Percent;0,00152;112
Williamsbridge;Bicycle;2014;Percent;0,00306;212
Williamsbridge;Carpool, Taxi, Other;2014;Percent;0,05718;212
Williamsbridge;Driving Alone;2014;Percent;0,34724;212
Williamsbridge;Public Transit;2014;Percent;0,52246;212
Williamsbridge;Walking;2014;Percent;0,04932;212
Williamsbridge;Work at Home;2014;Percent;0,02073;212
Williamsburg/Greenpoint;Bicycle;2014;Percent;0,02733;301
Williamsburg/Greenpoint;Carpool, Taxi, Other;2014;Percent;0,02914;301
Williamsburg/Greenpoint;Driving Alone;2014;Percent;0,15139;301
Williamsburg/Greenpoint;Public Transit;2014;Percent;0,62334;301
Williamsburg/Greenpoint;Walking;2014;Percent;0,11152;301
Williamsburg/Greenpoint;Work at Home;2014;Percent;0,05727;301
Woodhaven;Work at Home;2014;Percent;0,03724;409
Woodhaven;Walking;2014;Percent;0,06569;409
Woodhaven;Public Transit;2014;Percent;0,5509;409
Woodhaven;Driving Alone;2014;Percent;0,28453;409
Woodhaven;Carpool, Taxi, Other;2014;Percent;0,06042;409
Woodhaven;Bicycle;2014;Percent;0,00123;409
Astoria;Work at Home;2015;Percent;0,03266;401
Astoria;Walking;2015;Percent;0,06271;401
Astoria;Public Transit;2015;Percent;0,71578;401
Astoria;Driving Alone;2015;Percent;0,13971;401
Astoria;Carpool, Taxi, Other;2015;Percent;0,0338;401
Astoria;Bicycle;2015;Percent;0,01533;401
Battery Park/Tribeca;Bicycle;2015;Percent;0,0377;101
Battery Park/Tribeca;Carpool, Taxi, Other;2015;Percent;0,04347;101
Battery Park/Tribeca;Driving Alone;2015;Percent;0,05509;101
Battery Park/Tribeca;Public Transit;2015;Percent;0,48623;101
Battery Park/Tribeca;Walking;2015;Percent;0,28963;101
Battery Park/Tribeca;Work at Home;2015;Percent;0,08788;101
Bay Ridge;Work at Home;2015;Percent;0,03924;310
Bay Ridge;Walking;2015;Percent;0,08562;310
Bay Ridge;Public Transit;2015;Percent;0,52407;310
Bay Ridge;Driving Alone;2015;Percent;0,27278;310
Bay Ridge;Carpool, Taxi, Other;2015;Percent;0,06867;310
Bay Ridge;Bicycle;2015;Percent;0,00962;310
Bayside;Work at Home;2015;Percent;0,0262;411
Bayside;Walking;2015;Percent;0,01986;411
Bayside;Public Transit;2015;Percent;0,27779;411
Bayside;Driving Alone;2015;Percent;0,56207;411
Bayside;Carpool, Taxi, Other;2015;Percent;0,11359;411
Bayside;Bicycle;2015;Percent;0,00048;411
Bedford Park;Work at Home;2015;Percent;0,02959;207
Bedford Park;Walking;2015;Percent;0,0969;207
Bedford Park;Public Transit;2015;Percent;0,66777;207
Bedford Park;Driving Alone;2015;Percent;0,15705;207
Bedford Park;Carpool, Taxi, Other;2015;Percent;0,04703;207
Bedford Park;Bicycle;2015;Percent;0,00166;207
Bedford Stuyvesant;Bicycle;2015;Percent;0,02704;303
Bedford Stuyvesant;Carpool, Taxi, Other;2015;Percent;0,03019;303
Bedford Stuyvesant;Driving Alone;2015;Percent;0,13483;303
Bedford Stuyvesant;Public Transit;2015;Percent;0,65763;303
Bedford Stuyvesant;Walking;2015;Percent;0,11028;303
Bedford Stuyvesant;Work at Home;2015;Percent;0,04004;303
Bensonhurst;Bicycle;2015;Percent;0,00662;311
Bensonhurst;Carpool, Taxi, Other;2015;Percent;0,0742;311
Bensonhurst;Driving Alone;2015;Percent;0,22136;311
Bensonhurst;Public Transit;2015;Percent;0,5821;311
Bensonhurst;Walking;2015;Percent;0,09446;311
Bensonhurst;Work at Home;2015;Percent;0,02127;311
Borough Park;Work at Home;2015;Percent;0,04317;312
Borough Park;Walking;2015;Percent;0,21082;312
Borough Park;Public Transit;2015;Percent;0,40276;312
Borough Park;Driving Alone;2015;Percent;0,23623;312
Borough Park;Carpool, Taxi, Other;2015;Percent;0,09522;312
Borough Park;Bicycle;2015;Percent;0,0118;312
Bushwick;Work at Home;2015;Percent;0,04615;304
Bushwick;Walking;2015;Percent;0,07951;304
Bushwick;Public Transit;2015;Percent;0,71357;304
Bushwick;Driving Alone;2015;Percent;0,10224;304
Bushwick;Carpool, Taxi, Other;2015;Percent;0,01993;304
Bushwick;Bicycle;2015;Percent;0,03861;304
Canarsie;Work at Home;2015;Percent;0,0178;318
Canarsie;Walking;2015;Percent;0,03211;318
Canarsie;Public Transit;2015;Percent;0,49387;318
Canarsie;Driving Alone;2015;Percent;0,38486;318
Canarsie;Carpool, Taxi, Other;2015;Percent;0,06647;318
Canarsie;Bicycle;2015;Percent;0,00489;318
Central Harlem;Work at Home;2015;Percent;0,04962;110
Central Harlem;Walking;2015;Percent;0,07617;110
Central Harlem;Public Transit;2015;Percent;0,75717;110
Central Harlem;Driving Alone;2015;Percent;0,07774;110
Central Harlem;Carpool, Taxi, Other;2015;Percent;0,03176;110
Central Harlem;Bicycle;2015;Percent;0,00755;110
Chelsea/Clinton;Work at Home;2015;Percent;0,05625;104
Chelsea/Clinton;Walking;2015;Percent;0,33985;104
Chelsea/Clinton;Public Transit;2015;Percent;0,49818;104
Chelsea/Clinton;Driving Alone;2015;Percent;0,03076;104
Chelsea/Clinton;Carpool, Taxi, Other;2015;Percent;0,04903;104
Chelsea/Clinton;Bicycle;2015;Percent;0,02593;104
Concourse/Highbridge;Bicycle;2015;Percent;0;204
Concourse/Highbridge;Carpool, Taxi, Other;2015;Percent;0,03843;204
Concourse/Highbridge;Driving Alone;2015;Percent;0,12747;204
Concourse/Highbridge;Public Transit;2015;Percent;0,71023;204
Concourse/Highbridge;Walking;2015;Percent;0,10599;204
Concourse/Highbridge;Work at Home;2015;Percent;0,01789;204
Coney Island;Bicycle;2015;Percent;0,01021;313
Coney Island;Carpool, Taxi, Other;2015;Percent;0,06785;313
Coney Island;Driving Alone;2015;Percent;0,23622;313
Coney Island;Public Transit;2015;Percent;0,5529;313
Coney Island;Walking;2015;Percent;0,10918;313
Coney Island;Work at Home;2015;Percent;0,02364;313
Crown Heights North;Work at Home;2015;Percent;0,04672;308
Crown Heights North;Walking;2015;Percent;0,06161;308
Crown Heights North;Public Transit;2015;Percent;0,72741;308
Crown Heights North;Driving Alone;2015;Percent;0,11128;308
Crown Heights North;Carpool, Taxi, Other;2015;Percent;0,03399;308
Crown Heights North;Bicycle;2015;Percent;0,01899;308
Crown Heights South;Bicycle;2015;Percent;0,01302;309
Crown Heights South;Carpool, Taxi, Other;2015;Percent;0,03061;309
Crown Heights South;Driving Alone;2015;Percent;0,1094;309
Crown Heights South;Public Transit;2015;Percent;0,72923;309
Crown Heights South;Walking;2015;Percent;0,07667;309
Crown Heights South;Work at Home;2015;Percent;0,04107;309
East Flatbush;Bicycle;2015;Percent;0,00176;317
East Flatbush;Carpool, Taxi, Other;2015;Percent;0,0531;317
East Flatbush;Driving Alone;2015;Percent;0,2269;317
East Flatbush;Public Transit;2015;Percent;0,63848;317
East Flatbush;Walking;2015;Percent;0,05133;317
East Flatbush;Work at Home;2015;Percent;0,02842;317
East New York;Bicycle;2015;Percent;0,00164;305
East New York;Carpool, Taxi, Other;2015;Percent;0,04376;305
East New York;Driving Alone;2015;Percent;0,22416;305
East New York;Public Transit;2015;Percent;0,65017;305
East New York;Walking;2015;Percent;0,04949;305
East New York;Work at Home;2015;Percent;0,03078;305
East Tremont;Bicycle;2015;Percent;0,00224;206
East Tremont;Carpool, Taxi, Other;2015;Percent;0,06583;206
East Tremont;Driving Alone;2015;Percent;0,17726;206
East Tremont;Public Transit;2015;Percent;0,62945;206
East Tremont;Walking;2015;Percent;0,09656;206
East Tremont;Work at Home;2015;Percent;0,02865;206
Elmhurst/Corona;Bicycle;2015;Percent;0,01255;404
Elmhurst/Corona;Carpool, Taxi, Other;2015;Percent;0,05803;404
Elmhurst/Corona;Driving Alone;2015;Percent;0,15526;404
Elmhurst/Corona;Public Transit;2015;Percent;0,68176;404
Elmhurst/Corona;Walking;2015;Percent;0,08402;404
Elmhurst/Corona;Work at Home;2015;Percent;0,00838;404
Flatbush/Midwood;Work at Home;2015;Percent;0,04359;314
Flatbush/Midwood;Walking;2015;Percent;0,08677;314
Flatbush/Midwood;Public Transit;2015;Percent;0,59479;314
Flatbush/Midwood;Driving Alone;2015;Percent;0,19842;314
Flatbush/Midwood;Carpool, Taxi, Other;2015;Percent;0,06483;314
Flatbush/Midwood;Bicycle;2015;Percent;0,01161;314
Flushing;Work at Home;2015;Percent;0,01516;407
Flushing;Walking;2015;Percent;0,10351;407
Flushing;Public Transit;2015;Percent;0,37201;407
Flushing;Driving Alone;2015;Percent;0,36909;407
Flushing;Carpool, Taxi, Other;2015;Percent;0,14022;407
Flushing;Bicycle;2015;Percent;0;407
Fort Greene/Brooklyn Hts;Work at Home;2015;Percent;0,081;302
Fort Greene/Brooklyn Hts;Walking;2015;Percent;0,10498;302
Fort Greene/Brooklyn Hts;Public Transit;2015;Percent;0,66518;302
Fort Greene/Brooklyn Hts;Driving Alone;2015;Percent;0,07309;302
Fort Greene/Brooklyn Hts;Carpool, Taxi, Other;2015;Percent;0,03103;302
Fort Greene/Brooklyn Hts;Bicycle;2015;Percent;0,04472;302
Fresh Meadows/Briarwood;Bicycle;2015;Percent;0;408
Fresh Meadows/Briarwood;Carpool, Taxi, Other;2015;Percent;0,07819;408
Fresh Meadows/Briarwood;Driving Alone;2015;Percent;0,35191;408
Fresh Meadows/Briarwood;Public Transit;2015;Percent;0,47873;408
Fresh Meadows/Briarwood;Walking;2015;Percent;0,05867;408
Fresh Meadows/Briarwood;Work at Home;2015;Percent;0,0325;408
Greenwich Village;Work at Home;2015;Percent;0,08788;102
Greenwich Village;Walking;2015;Percent;0,28963;102
Greenwich Village;Public Transit;2015;Percent;0,48623;102
Greenwich Village;Driving Alone;2015;Percent;0,05509;102
Greenwich Village;Carpool, Taxi, Other;2015;Percent;0,04347;102
Greenwich Village;Bicycle;2015;Percent;0,0377;102
Howard Beach;Bicycle;2015;Percent;0,00122;410
Howard Beach;Carpool, Taxi, Other;2015;Percent;0,09704;410
Howard Beach;Driving Alone;2015;Percent;0,40557;410
Howard Beach;Public Transit;2015;Percent;0,44227;410
Howard Beach;Walking;2015;Percent;0,0304;410
Howard Beach;Work at Home;2015;Percent;0,0235;410
Hunts Point;Bicycle;2015;Percent;0,0018;202
Hunts Point;Carpool, Taxi, Other;2015;Percent;0,03244;202
Hunts Point;Driving Alone;2015;Percent;0,148;202
Hunts Point;Public Transit;2015;Percent;0,68499;202
Hunts Point;Walking;2015;Percent;0,08926;202
Hunts Point;Work at Home;2015;Percent;0,04351;202
Jackson Heights;Work at Home;2015;Percent;0,01592;403
Jackson Heights;Walking;2015;Percent;0,07409;403
Jackson Heights;Public Transit;2015;Percent;0,62968;403
Jackson Heights;Driving Alone;2015;Percent;0,20203;403
Jackson Heights;Carpool, Taxi, Other;2015;Percent;0,07278;403
Jackson Heights;Bicycle;2015;Percent;0,00551;403
Jamaica/St. Albans;Bicycle;2015;Percent;0,00289;412
Jamaica/St. Albans;Carpool, Taxi, Other;2015;Percent;0,04789;412
Jamaica/St. Albans;Driving Alone;2015;Percent;0,37025;412
Jamaica/St. Albans;Public Transit;2015;Percent;0,51648;412
Jamaica/St. Albans;Walking;2015;Percent;0,04282;412
Jamaica/St. Albans;Work at Home;2015;Percent;0,01967;412
Lower East Side;Bicycle;2015;Percent;0,0421;103
Lower East Side;Carpool, Taxi, Other;2015;Percent;0,0299;103
Lower East Side;Driving Alone;2015;Percent;0,0537;103
Lower East Side;Public Transit;2015;Percent;0,5772;103
Lower East Side;Walking;2015;Percent;0,25793;103
Lower East Side;Work at Home;2015;Percent;0,03916;103
Manhattanville;Bicycle;2015;Percent;0,01443;109
Manhattanville;Carpool, Taxi, Other;2015;Percent;0,03605;109
Manhattanville;Driving Alone;2015;Percent;0,06709;109
Manhattanville;Public Transit;2015;Percent;0,71489;109
Manhattanville;Walking;2015;Percent;0,11056;109
Manhattanville;Work at Home;2015;Percent;0,05698;109
Midtown Business District;Bicycle;2015;Percent;0,02593;105
Midtown Business District;Carpool, Taxi, Other;2015;Percent;0,04903;105
Midtown Business District;Driving Alone;2015;Percent;0,03076;105
Midtown Business District;Public Transit;2015;Percent;0,49818;105
Midtown Business District;Walking;2015;Percent;0,33985;105
Midtown Business District;Work at Home;2015;Percent;0,05625;105
Morrisania;Work at Home;2015;Percent;0,02865;203
Morrisania;Walking;2015;Percent;0,09656;203
Morrisania;Public Transit;2015;Percent;0,62945;203
Morrisania;Driving Alone;2015;Percent;0,17726;203
Morrisania;Carpool, Taxi, Other;2015;Percent;0,06583;203
Morrisania;Bicycle;2015;Percent;0,00224;203
Mott Haven;Work at Home;2015;Percent;0,04351;201
Mott Haven;Walking;2015;Percent;0,08926;201
Mott Haven;Public Transit;2015;Percent;0,68499;201
Mott Haven;Driving Alone;2015;Percent;0,148;201
Mott Haven;Carpool, Taxi, Other;2015;Percent;0,03244;201
Mott Haven;Bicycle;2015;Percent;0,0018;201
Murray Hill/Stuyvesant;Work at Home;2015;Percent;0,08544;106
Murray Hill/Stuyvesant;Walking;2015;Percent;0,35428;106
Murray Hill/Stuyvesant;Public Transit;2015;Percent;0,47315;106
Murray Hill/Stuyvesant;Driving Alone;2015;Percent;0,02527;106
Murray Hill/Stuyvesant;Carpool, Taxi, Other;2015;Percent;0,04852;106
Murray Hill/Stuyvesant;Bicycle;2015;Percent;0,01334;106
Park Slope;Work at Home;2015;Percent;0,09337;306
Park Slope;Walking;2015;Percent;0,08949;306
Park Slope;Public Transit;2015;Percent;0,68615;306
Park Slope;Driving Alone;2015;Percent;0,08025;306
Park Slope;Carpool, Taxi, Other;2015;Percent;0,02513;306
Park Slope;Bicycle;2015;Percent;0,02562;306
Pelham Parkway;Work at Home;2015;Percent;0,03514;211
Pelham Parkway;Walking;2015;Percent;0,06681;211
Pelham Parkway;Public Transit;2015;Percent;0,57815;211
Pelham Parkway;Driving Alone;2015;Percent;0,25425;211
Pelham Parkway;Carpool, Taxi, Other;2015;Percent;0,05993;211
Pelham Parkway;Bicycle;2015;Percent;0,00572;211
Queens Village;Work at Home;2015;Percent;0,02041;413
Queens Village;Walking;2015;Percent;0,02046;413
Queens Village;Public Transit;2015;Percent;0,39019;413
Queens Village;Driving Alone;2015;Percent;0,50528;413
Queens Village;Carpool, Taxi, Other;2015;Percent;0,06064;413
Queens Village;Bicycle;2015;Percent;0,00302;413
Rego Park/Forest Hills;Bicycle;2015;Percent;0,00429;406
Rego Park/Forest Hills;Carpool, Taxi, Other;2015;Percent;0,0461;406
Rego Park/Forest Hills;Driving Alone;2015;Percent;0,2239;406
Rego Park/Forest Hills;Public Transit;2015;Percent;0,6177;406
Rego Park/Forest Hills;Walking;2015;Percent;0,07235;406
Rego Park/Forest Hills;Work at Home;2015;Percent;0,03567;406
Ridgewood/Glendale;Work at Home;2015;Percent;0,0263;405
Ridgewood/Glendale;Walking;2015;Percent;0,06842;405
Ridgewood/Glendale;Public Transit;2015;Percent;0,52585;405
Ridgewood/Glendale;Driving Alone;2015;Percent;0,30471;405
Ridgewood/Glendale;Carpool, Taxi, Other;2015;Percent;0,06893;405
Ridgewood/Glendale;Bicycle;2015;Percent;0,00579;405
Riverdale;Bicycle;2015;Percent;0,0043;208
Riverdale;Carpool, Taxi, Other;2015;Percent;0,051;208
Riverdale;Driving Alone;2015;Percent;0,23663;208
Riverdale;Public Transit;2015;Percent;0,5681;208
Riverdale;Walking;2015;Percent;0,07442;208
Riverdale;Work at Home;2015;Percent;0,06555;208
Sheepshead Bay;Bicycle;2015;Percent;0,00651;315
Sheepshead Bay;Carpool, Taxi, Other;2015;Percent;0,07499;315
Sheepshead Bay;Driving Alone;2015;Percent;0,27859;315
Sheepshead Bay;Public Transit;2015;Percent;0,52127;315
Sheepshead Bay;Walking;2015;Percent;0,08596;315
Sheepshead Bay;Work at Home;2015;Percent;0,0327;315
South Beach;Work at Home;2015;Percent;0,02705;502
South Beach;Walking;2015;Percent;0,01858;502
South Beach;Public Transit;2015;Percent;0,27827;502
South Beach;Driving Alone;2015;Percent;0,5673;502
South Beach;Carpool, Taxi, Other;2015;Percent;0,10614;502
South Beach;Bicycle;2015;Percent;0,00265;502
St. George;Bicycle;2015;Percent;0,00229;501
St. George;Carpool, Taxi, Other;2015;Percent;0,07802;501
St. George;Driving Alone;2015;Percent;0,45965;501
St. George;Public Transit;2015;Percent;0,39524;501
St. George;Walking;2015;Percent;0,04087;501
St. George;Work at Home;2015;Percent;0,02393;501
Sunnyside/Woodside;Bicycle;2015;Percent;0,00918;402
Sunnyside/Woodside;Carpool, Taxi, Other;2015;Percent;0,05623;402
Sunnyside/Woodside;Driving Alone;2015;Percent;0,17101;402
Sunnyside/Woodside;Public Transit;2015;Percent;0,68875;402
Sunnyside/Woodside;Walking;2015;Percent;0,04572;402
Sunnyside/Woodside;Work at Home;2015;Percent;0,02911;402
Sunset Park;Bicycle;2015;Percent;0,01829;307
Sunset Park;Carpool, Taxi, Other;2015;Percent;0,06418;307
Sunset Park;Driving Alone;2015;Percent;0,0952;307
Sunset Park;Public Transit;2015;Percent;0,64503;307
Sunset Park;Walking;2015;Percent;0,14166;307
Sunset Park;Work at Home;2015;Percent;0,03563;307
The Rockaways;Bicycle;2015;Percent;0,00423;414
The Rockaways;Carpool, Taxi, Other;2015;Percent;0,08741;414
The Rockaways;Driving Alone;2015;Percent;0,46287;414
The Rockaways;Public Transit;2015;Percent;0,37587;414
The Rockaways;Walking;2015;Percent;0,04623;414
The Rockaways;Work at Home;2015;Percent;0,02339;414
Throgs Neck;Bicycle;2015;Percent;0;210
Throgs Neck;Carpool, Taxi, Other;2015;Percent;0,07579;210
Throgs Neck;Driving Alone;2015;Percent;0,40842;210
Throgs Neck;Public Transit;2015;Percent;0,44548;210
Throgs Neck;Walking;2015;Percent;0,04645;210
Throgs Neck;Work at Home;2015;Percent;0,02386;210
Tottenville;Bicycle;2015;Percent;0;503
Tottenville;Carpool, Taxi, Other;2015;Percent;0,06579;503
Tottenville;Driving Alone;2015;Percent;0,6544;503
Tottenville;Public Transit;2015;Percent;0,24844;503
Tottenville;Walking;2015;Percent;0,01133;503
Tottenville;Work at Home;2015;Percent;0,02004;503
Unionport/Soundview;Work at Home;2015;Percent;0,02069;209
Unionport/Soundview;Walking;2015;Percent;0,05151;209
Unionport/Soundview;Public Transit;2015;Percent;0,63084;209
Unionport/Soundview;Driving Alone;2015;Percent;0,23234;209
Unionport/Soundview;Carpool, Taxi, Other;2015;Percent;0,05745;209
Unionport/Soundview;Bicycle;2015;Percent;0,00716;209
University Heights;Work at Home;2015;Percent;0,03283;205
University Heights;Walking;2015;Percent;0,07104;205
University Heights;Public Transit;2015;Percent;0,69751;205
University Heights;Driving Alone;2015;Percent;0,14563;205
University Heights;Carpool, Taxi, Other;2015;Percent;0,05041;205
University Heights;Bicycle;2015;Percent;0,00259;205
Upper East Side;Work at Home;2015;Percent;0,07428;108
Upper East Side;Walking;2015;Percent;0,19867;108
Upper East Side;Public Transit;2015;Percent;0,55044;108
Upper East Side;Driving Alone;2015;Percent;0,07493;108
Upper East Side;Carpool, Taxi, Other;2015;Percent;0,08361;108
Upper East Side;Bicycle;2015;Percent;0,01808;108
Upper West Side;Bicycle;2015;Percent;0,02393;107
Upper West Side;Carpool, Taxi, Other;2015;Percent;0,07009;107
Upper West Side;Driving Alone;2015;Percent;0,05079;107
Upper West Side;Public Transit;2015;Percent;0,64507;107
Upper West Side;Walking;2015;Percent;0,11056;107
Upper West Side;Work at Home;2015;Percent;0,09956;107
Washington Heights;Work at Home;2015;Percent;0,06383;112
Washington Heights;Walking;2015;Percent;0,10162;112
Washington Heights;Public Transit;2015;Percent;0,67461;112
Washington Heights;Driving Alone;2015;Percent;0,07876;112
Washington Heights;Carpool, Taxi, Other;2015;Percent;0,06462;112
Washington Heights;Bicycle;2015;Percent;0,01656;112
Williamsbridge;Bicycle;2015;Percent;0,00242;212
Williamsbridge;Carpool, Taxi, Other;2015;Percent;0,08218;212
Williamsbridge;Driving Alone;2015;Percent;0,30104;212
Williamsbridge;Public Transit;2015;Percent;0,53307;212
Williamsbridge;Walking;2015;Percent;0,0634;212
Williamsbridge;Work at Home;2015;Percent;0,01789;212
Williamsburg/Greenpoint;Bicycle;2015;Percent;0,03286;301
Williamsburg/Greenpoint;Carpool, Taxi, Other;2015;Percent;0,0304;301
Williamsburg/Greenpoint;Driving Alone;2015;Percent;0,09475;301
Williamsburg/Greenpoint;Public Transit;2015;Percent;0,67152;301
Williamsburg/Greenpoint;Walking;2015;Percent;0,12505;301
Williamsburg/Greenpoint;Work at Home;2015;Percent;0,04542;301
Woodhaven;Work at Home;2015;Percent;0,01745;409
Woodhaven;Walking;2015;Percent;0,05541;409
Woodhaven;Public Transit;2015;Percent;0,54809;409
Woodhaven;Driving Alone;2015;Percent;0,30294;409
Woodhaven;Carpool, Taxi, Other;2015;Percent;0,07256;409
Woodhaven;Bicycle;2015;Percent;0,00354;409
Astoria;Work at Home;2016;Percent;0,0315;401
Astoria;Walking;2016;Percent;0,08275;401
Astoria;Public Transit;2016;Percent;0,7056;401
Astoria;Driving Alone;2016;Percent;0,1269;401
Astoria;Carpool, Taxi, Other;2016;Percent;0,04203;401
Astoria;Bicycle;2016;Percent;0,01121;401
Battery Park/Tribeca;Bicycle;2016;Percent;0,0193;101
Battery Park/Tribeca;Carpool, Taxi, Other;2016;Percent;0,05293;101
Battery Park/Tribeca;Driving Alone;2016;Percent;0,04996;101
Battery Park/Tribeca;Public Transit;2016;Percent;0,49825;101
Battery Park/Tribeca;Walking;2016;Percent;0,28455;101
Battery Park/Tribeca;Work at Home;2016;Percent;0,09501;101
Bay Ridge;Work at Home;2016;Percent;0,0391;310
Bay Ridge;Walking;2016;Percent;0,10048;310
Bay Ridge;Public Transit;2016;Percent;0,56472;310
Bay Ridge;Driving Alone;2016;Percent;0,21571;310
Bay Ridge;Carpool, Taxi, Other;2016;Percent;0,07073;310
Bay Ridge;Bicycle;2016;Percent;0,00926;310
Bayside;Work at Home;2016;Percent;0,03411;411
Bayside;Walking;2016;Percent;0,03572;411
Bayside;Public Transit;2016;Percent;0,36508;411
Bayside;Driving Alone;2016;Percent;0,45167;411
Bayside;Carpool, Taxi, Other;2016;Percent;0,11187;411
Bayside;Bicycle;2016;Percent;0,00155;411
Bedford Park;Work at Home;2016;Percent;0,03785;207
Bedford Park;Walking;2016;Percent;0,10366;207
Bedford Park;Public Transit;2016;Percent;0,67522;207
Bedford Park;Driving Alone;2016;Percent;0,13939;207
Bedford Park;Carpool, Taxi, Other;2016;Percent;0,04076;207
Bedford Park;Bicycle;2016;Percent;0,00311;207
Bedford Stuyvesant;Bicycle;2016;Percent;0,02726;303
Bedford Stuyvesant;Carpool, Taxi, Other;2016;Percent;0,02506;303
Bedford Stuyvesant;Driving Alone;2016;Percent;0,11416;303
Bedford Stuyvesant;Public Transit;2016;Percent;0,71792;303
Bedford Stuyvesant;Walking;2016;Percent;0,07024;303
Bedford Stuyvesant;Work at Home;2016;Percent;0,04535;303
Bensonhurst;Bicycle;2016;Percent;0,00643;311
Bensonhurst;Carpool, Taxi, Other;2016;Percent;0,05985;311
Bensonhurst;Driving Alone;2016;Percent;0,23397;311
Bensonhurst;Public Transit;2016;Percent;0,58545;311
Bensonhurst;Walking;2016;Percent;0,07369;311
Bensonhurst;Work at Home;2016;Percent;0,0406;311
Borough Park;Work at Home;2016;Percent;0,04552;312
