Location;Industry;TimeFrame;DataFormat;Data;Fips
Fort Greene/Brooklyn Hts;Hospitality, Accommodation, Restaurants;2015;Number;6895;302
Fort Greene/Brooklyn Hts;Information, Finance, Real Estate;2015;Number;13980;302
Fort Greene/Brooklyn Hts;Management and Professional Services;2015;Number;15462;302
Fort Greene/Brooklyn Hts;Other Services;2015;Number;3027;302
Fort Greene/Brooklyn Hts;Public Administration;2015;Number;2802;302
Fort Greene/Brooklyn Hts;Retail;2015;Number;5107;302
Fort Greene/Brooklyn Hts;Transportation, Warehousing, Wholesale;2015;Number;2828;302
Fort Greene/Brooklyn Hts;Construction and Manufacturing;2020;Number;4092;302
Fort Greene/Brooklyn Hts;Education;2020;Number;8622;302
Fort Greene/Brooklyn Hts;Health Care and Social Services;2020;Number;8466;302
Fort Greene/Brooklyn Hts;Hospitality, Accommodation, Restaurants;2020;Number;6720;302
Fort Greene/Brooklyn Hts;Information, Finance, Real Estate;2020;Number;16413;302
Fort Greene/Brooklyn Hts;Management and Professional Services;2020;Number;20294;302
Fort Greene/Brooklyn Hts;Other Services;2020;Number;3280;302
Fort Greene/Brooklyn Hts;Public Administration;2020;Number;3026;302
Fort Greene/Brooklyn Hts;Retail;2020;Number;5859;302
Fort Greene/Brooklyn Hts;Transportation, Warehousing, Wholesale;2020;Number;3401;302
Fort Greene/Brooklyn Hts;Construction and Manufacturing;2021;Number;4198;302
Fort Greene/Brooklyn Hts;Education;2021;Number;8617;302
Fort Greene/Brooklyn Hts;Health Care and Social Services;2021;Number;9434;302
Fort Greene/Brooklyn Hts;Hospitality, Accommodation, Restaurants;2021;Number;6539;302
Fort Greene/Brooklyn Hts;Information, Finance, Real Estate;2021;Number;17334;302
Fort Greene/Brooklyn Hts;Management and Professional Services;2021;Number;21114;302
Fort Greene/Brooklyn Hts;Other Services;2021;Number;3341;302
Fort Greene/Brooklyn Hts;Public Administration;2021;Number;3332;302
Fort Greene/Brooklyn Hts;Retail;2021;Number;6043;302
Fort Greene/Brooklyn Hts;Transportation, Warehousing, Wholesale;2021;Number;3558;302
Fresh Meadows/Briarwood;Construction and Manufacturing;2010;Number;6610;408
Fresh Meadows/Briarwood;Education;2010;Number;7097;408
Fresh Meadows/Briarwood;Health Care and Social Services;2010;Number;11723;408
Fresh Meadows/Briarwood;Hospitality, Accommodation, Restaurants;2010;Number;5520;408
Fresh Meadows/Briarwood;Information, Finance, Real Estate;2010;Number;9938;408
Fresh Meadows/Briarwood;Management and Professional Services;2010;Number;7159;408
Fresh Meadows/Briarwood;Other Services;2010;Number;4455;408
Fresh Meadows/Briarwood;Public Administration;2010;Number;2920;408
Fresh Meadows/Briarwood;Retail;2010;Number;7248;408
Fresh Meadows/Briarwood;Transportation, Warehousing, Wholesale;2010;Number;7963;408
Fresh Meadows/Briarwood;Construction and Manufacturing;2015;Number;6597;408
Fresh Meadows/Briarwood;Education;2015;Number;7496;408
Fresh Meadows/Briarwood;Health Care and Social Services;2015;Number;12606;408
Fresh Meadows/Briarwood;Hospitality, Accommodation, Restaurants;2015;Number;6548;408
Fresh Meadows/Briarwood;Information, Finance, Real Estate;2015;Number;9328;408
Fresh Meadows/Briarwood;Management and Professional Services;2015;Number;8069;408
Fresh Meadows/Briarwood;Other Services;2015;Number;4187;408
Fresh Meadows/Briarwood;Public Administration;2015;Number;2788;408
Fresh Meadows/Briarwood;Retail;2015;Number;7173;408
Fresh Meadows/Briarwood;Transportation, Warehousing, Wholesale;2015;Number;6898;408
Fresh Meadows/Briarwood;Construction and Manufacturing;2020;Number;7647;408
Fresh Meadows/Briarwood;Education;2020;Number;7583;408
Fresh Meadows/Briarwood;Health Care and Social Services;2020;Number;15409;408
Fresh Meadows/Briarwood;Hospitality, Accommodation, Restaurants;2020;Number;6309;408
Fresh Meadows/Briarwood;Information, Finance, Real Estate;2020;Number;7519;408
Fresh Meadows/Briarwood;Management and Professional Services;2020;Number;7390;408
Fresh Meadows/Briarwood;Other Services;2020;Number;5715;408
Fresh Meadows/Briarwood;Public Administration;2020;Number;3569;408
Fresh Meadows/Briarwood;Retail;2020;Number;7595;408
Fresh Meadows/Briarwood;Transportation, Warehousing, Wholesale;2020;Number;7164;408
Fresh Meadows/Briarwood;Construction and Manufacturing;2021;Number;7982;408
Fresh Meadows/Briarwood;Education;2021;Number;7517;408
Fresh Meadows/Briarwood;Health Care and Social Services;2021;Number;16655;408
Fresh Meadows/Briarwood;Hospitality, Accommodation, Restaurants;2021;Number;6498;408
Fresh Meadows/Briarwood;Information, Finance, Real Estate;2021;Number;7582;408
Fresh Meadows/Briarwood;Management and Professional Services;2021;Number;8065;408
Fresh Meadows/Briarwood;Other Services;2021;Number;4482;408
Fresh Meadows/Briarwood;Public Administration;2021;Number;3394;408
Fresh Meadows/Briarwood;Retail;2021;Number;7740;408
Fresh Meadows/Briarwood;Transportation, Warehousing, Wholesale;2021;Number;7098;408
Greenwich Village;Construction and Manufacturing;2010;Number;2978,39607;102
Greenwich Village;Education;2010;Number;5191,92381;102
Greenwich Village;Health Care and Social Services;2010;Number;3356,35906;102
Greenwich Village;Hospitality, Accommodation, Restaurants;2010;Number;5032,15397;102
Greenwich Village;Information, Finance, Real Estate;2010;Number;16429,46703;102
Greenwich Village;Management and Professional Services;2010;Number;12496,62498;102
Greenwich Village;Other Services;2010;Number;1428,98626;102
Greenwich Village;Public Administration;2010;Number;1023,00393;102
Greenwich Village;Retail;2010;Number;3715,24506;102
Greenwich Village;Transportation, Warehousing, Wholesale;2010;Number;1778,33376;102
Greenwich Village;Construction and Manufacturing;2015;Number;1914,25736;102
Greenwich Village;Education;2015;Number;4939,15361;102
Greenwich Village;Health Care and Social Services;2015;Number;4219,59315;102
Greenwich Village;Hospitality, Accommodation, Restaurants;2015;Number;4441,36323;102
Greenwich Village;Information, Finance, Real Estate;2015;Number;18692,47573;102
Greenwich Village;Management and Professional Services;2015;Number;15255,63559;102
Greenwich Village;Other Services;2015;Number;1551,79443;102
Greenwich Village;Public Administration;2015;Number;1027,17703;102
Greenwich Village;Retail;2015;Number;4050,28481;102
Greenwich Village;Transportation, Warehousing, Wholesale;2015;Number;1922,60355;102
Greenwich Village;Construction and Manufacturing;2020;Number;1910,08427;102
Greenwich Village;Education;2020;Number;5447,6748;102
Greenwich Village;Health Care and Social Services;2020;Number;4546,28671;102
Greenwich Village;Hospitality, Accommodation, Restaurants;2020;Number;4759,71061;102
Greenwich Village;Information, Finance, Real Estate;2020;Number;19288,03571;102
Greenwich Village;Management and Professional Services;2020;Number;15108,38502;102
Greenwich Village;Other Services;2020;Number;1723,4874;102
Greenwich Village;Public Administration;2020;Number;981,273;102
Greenwich Village;Retail;2020;Number;3968,01526;102
Greenwich Village;Transportation, Warehousing, Wholesale;2020;Number;1674,00644;102
Greenwich Village;Construction and Manufacturing;2021;Number;1876,69952;102
Greenwich Village;Education;2021;Number;5610,42542;102
Greenwich Village;Health Care and Social Services;2021;Number;4590,40227;102
Greenwich Village;Hospitality, Accommodation, Restaurants;2021;Number;4937,36514;102
Greenwich Village;Information, Finance, Real Estate;2021;Number;19463,90177;102
Greenwich Village;Management and Professional Services;2021;Number;15082,15415;102
Greenwich Village;Other Services;2021;Number;1847,48787;102
Greenwich Village;Public Administration;2021;Number;1315,12044;102
Greenwich Village;Retail;2021;Number;4083,66955;102
Greenwich Village;Transportation, Warehousing, Wholesale;2021;Number;1833,18013;102
Howard Beach;Construction and Manufacturing;2010;Number;7693;410
Howard Beach;Education;2010;Number;4475;410
Howard Beach;Health Care and Social Services;2010;Number;8747;410
Howard Beach;Hospitality, Accommodation, Restaurants;2010;Number;4796;410
Howard Beach;Information, Finance, Real Estate;2010;Number;6003;410
Howard Beach;Management and Professional Services;2010;Number;5806;410
Howard Beach;Other Services;2010;Number;3183;410
Howard Beach;Public Administration;2010;Number;2591;410
Howard Beach;Retail;2010;Number;7051;410
Howard Beach;Transportation, Warehousing, Wholesale;2010;Number;7797;410
Howard Beach;Construction and Manufacturing;2015;Number;7558;410
Howard Beach;Education;2015;Number;4709;410
Howard Beach;Health Care and Social Services;2015;Number;11519;410
Howard Beach;Hospitality, Accommodation, Restaurants;2015;Number;5086;410
Howard Beach;Information, Finance, Real Estate;2015;Number;6778;410
Howard Beach;Management and Professional Services;2015;Number;5993;410
Howard Beach;Other Services;2015;Number;3869;410
Howard Beach;Public Administration;2015;Number;2808;410
Howard Beach;Retail;2015;Number;7175;410
Howard Beach;Transportation, Warehousing, Wholesale;2015;Number;8608;410
Howard Beach;Construction and Manufacturing;2020;Number;7724;410
Howard Beach;Education;2020;Number;4766;410
Howard Beach;Health Care and Social Services;2020;Number;10893;410
Howard Beach;Hospitality, Accommodation, Restaurants;2020;Number;4519;410
Howard Beach;Information, Finance, Real Estate;2020;Number;6402;410
Howard Beach;Management and Professional Services;2020;Number;6248;410
Howard Beach;Other Services;2020;Number;3077;410
Howard Beach;Public Administration;2020;Number;2964;410
Howard Beach;Retail;2020;Number;6465;410
Howard Beach;Transportation, Warehousing, Wholesale;2020;Number;7907;410
Howard Beach;Construction and Manufacturing;2021;Number;7872;410
Howard Beach;Education;2021;Number;5352;410
Howard Beach;Health Care and Social Services;2021;Number;12190;410
Howard Beach;Hospitality, Accommodation, Restaurants;2021;Number;4634;410
Howard Beach;Information, Finance, Real Estate;2021;Number;6064;410
Howard Beach;Management and Professional Services;2021;Number;6269;410
Howard Beach;Other Services;2021;Number;3604;410
Howard Beach;Public Administration;2021;Number;3578;410
Howard Beach;Retail;2021;Number;6730;410
Howard Beach;Transportation, Warehousing, Wholesale;2021;Number;9056;410
Hunts Point;Construction and Manufacturing;2010;Number;1968,54341;202
Hunts Point;Education;2010;Number;1203,07952;202
Hunts Point;Health Care and Social Services;2010;Number;3804,42096;202
Hunts Point;Hospitality, Accommodation, Restaurants;2010;Number;2179,7184;202
Hunts Point;Information, Finance, Real Estate;2010;Number;1202,71606;202
Hunts Point;Management and Professional Services;2010;Number;1435,69913;202
Hunts Point;Other Services;2010;Number;993,72188;202
Hunts Point;Public Administration;2010;Number;477,59713;202
Hunts Point;Retail;2010;Number;2183,71655;202
Hunts Point;Transportation, Warehousing, Wholesale;2010;Number;1380,81544;202
Hunts Point;Construction and Manufacturing;2015;Number;1730,10832;202
Hunts Point;Education;2015;Number;1100,58151;202
Hunts Point;Health Care and Social Services;2015;Number;3702,64988;202
Hunts Point;Hospitality, Accommodation, Restaurants;2015;Number;3231,95865;202
Hunts Point;Information, Finance, Real Estate;2015;Number;1323,38748;202
Hunts Point;Management and Professional Services;2015;Number;1473,49982;202
Hunts Point;Other Services;2015;Number;1187,81386;202
Hunts Point;Public Administration;2015;Number;496,134;202
Hunts Point;Retail;2015;Number;2490,48365;202
Hunts Point;Transportation, Warehousing, Wholesale;2015;Number;1518,2064;202
Hunts Point;Construction and Manufacturing;2020;Number;1466,95739;202
Hunts Point;Education;2020;Number;1558,18789;202
Hunts Point;Health Care and Social Services;2020;Number;4871,19993;202
Hunts Point;Hospitality, Accommodation, Restaurants;2020;Number;2457,04459;202
Hunts Point;Information, Finance, Real Estate;2020;Number;1451,32826;202
Hunts Point;Management and Professional Services;2020;Number;2011,06919;202
Hunts Point;Other Services;2020;Number;1022,43586;202
Hunts Point;Public Administration;2020;Number;718,5765;202
Hunts Point;Retail;2020;Number;2160,09112;202
Hunts Point;Transportation, Warehousing, Wholesale;2020;Number;1930,37926;202
Hunts Point;Construction and Manufacturing;2021;Number;1521,47761;202
Hunts Point;Education;2021;Number;1581,08638;202
Hunts Point;Health Care and Social Services;2021;Number;5046,75504;202
Hunts Point;Hospitality, Accommodation, Restaurants;2021;Number;2483,94123;202
Hunts Point;Information, Finance, Real Estate;2021;Number;1452,41866;202
Hunts Point;Management and Professional Services;2021;Number;2045,59866;202
Hunts Point;Other Services;2021;Number;979,91009;202
Hunts Point;Public Administration;2021;Number;677,5046;202
Hunts Point;Retail;2021;Number;2085,58015;202
Hunts Point;Transportation, Warehousing, Wholesale;2021;Number;1795,53258;202
Jackson Heights;Construction and Manufacturing;2010;Number;15519;403
Jackson Heights;Education;2010;Number;4302;403
Jackson Heights;Health Care and Social Services;2010;Number;9226;403
Jackson Heights;Hospitality, Accommodation, Restaurants;2010;Number;15695;403
Jackson Heights;Information, Finance, Real Estate;2010;Number;7283;403
Jackson Heights;Management and Professional Services;2010;Number;8180;403
Jackson Heights;Other Services;2010;Number;8440;403
Jackson Heights;Public Administration;2010;Number;2080;403
Jackson Heights;Retail;2010;Number;10419;403
Jackson Heights;Transportation, Warehousing, Wholesale;2010;Number;9536;403
Jackson Heights;Construction and Manufacturing;2015;Number;13923;403
Jackson Heights;Education;2015;Number;4890;403
Jackson Heights;Health Care and Social Services;2015;Number;9849;403
Jackson Heights;Hospitality, Accommodation, Restaurants;2015;Number;18270;403
Jackson Heights;Information, Finance, Real Estate;2015;Number;6434;403
Jackson Heights;Management and Professional Services;2015;Number;8376;403
Jackson Heights;Other Services;2015;Number;7282;403
Jackson Heights;Public Administration;2015;Number;2415;403
Jackson Heights;Retail;2015;Number;9497;403
Jackson Heights;Transportation, Warehousing, Wholesale;2015;Number;9359;403
Jackson Heights;Construction and Manufacturing;2020;Number;13630;403
Jackson Heights;Education;2020;Number;5470;403
Jackson Heights;Health Care and Social Services;2020;Number;9443;403
Jackson Heights;Hospitality, Accommodation, Restaurants;2020;Number;14654;403
Jackson Heights;Information, Finance, Real Estate;2020;Number;5703;403
Jackson Heights;Management and Professional Services;2020;Number;9352;403
Jackson Heights;Other Services;2020;Number;6813;403
Jackson Heights;Public Administration;2020;Number;2094;403
Jackson Heights;Retail;2020;Number;8660;403
Jackson Heights;Transportation, Warehousing, Wholesale;2020;Number;7452;403
Jackson Heights;Construction and Manufacturing;2021;Number;15006;403
Jackson Heights;Education;2021;Number;6001;403
Jackson Heights;Health Care and Social Services;2021;Number;10990;403
Jackson Heights;Hospitality, Accommodation, Restaurants;2021;Number;14935;403
Jackson Heights;Information, Finance, Real Estate;2021;Number;5794;403
Jackson Heights;Management and Professional Services;2021;Number;9854;403
Jackson Heights;Other Services;2021;Number;7075;403
Jackson Heights;Public Administration;2021;Number;2225;403
Jackson Heights;Retail;2021;Number;8346;403
Jackson Heights;Transportation, Warehousing, Wholesale;2021;Number;7698;403
Jamaica/St, Albans;Construction and Manufacturing;2010;Number;8972;412
Jamaica/St, Albans;Education;2010;Number;6764;412
Jamaica/St, Albans;Health Care and Social Services;2010;Number;22961;412
Jamaica/St, Albans;Hospitality, Accommodation, Restaurants;2010;Number;6743;412
Jamaica/St, Albans;Information, Finance, Real Estate;2010;Number;9230;412
Jamaica/St, Albans;Management and Professional Services;2010;Number;7457;412
Jamaica/St, Albans;Other Services;2010;Number;5323;412
Jamaica/St, Albans;Public Administration;2010;Number;6766;412
Jamaica/St, Albans;Retail;2010;Number;10627;412
Jamaica/St, Albans;Transportation, Warehousing, Wholesale;2010;Number;11722;412
Jamaica/St, Albans;Construction and Manufacturing;2015;Number;9675;412
Jamaica/St, Albans;Education;2015;Number;6955;412
Jamaica/St, Albans;Health Care and Social Services;2015;Number;26625;412
Jamaica/St, Albans;Hospitality, Accommodation, Restaurants;2015;Number;8776;412
Jamaica/St, Albans;Information, Finance, Real Estate;2015;Number;8563;412
Jamaica/St, Albans;Management and Professional Services;2015;Number;9209;412
Jamaica/St, Albans;Other Services;2015;Number;5259;412
Jamaica/St, Albans;Public Administration;2015;Number;6312;412
Jamaica/St, Albans;Retail;2015;Number;12895;412
Jamaica/St, Albans;Transportation, Warehousing, Wholesale;2015;Number;13650;412
Jamaica/St, Albans;Construction and Manufacturing;2020;Number;9317;412
Jamaica/St, Albans;Education;2020;Number;8082;412
Jamaica/St, Albans;Health Care and Social Services;2020;Number;27898;412
Jamaica/St, Albans;Hospitality, Accommodation, Restaurants;2020;Number;8981;412
Jamaica/St, Albans;Information, Finance, Real Estate;2020;Number;8993;412
Jamaica/St, Albans;Management and Professional Services;2020;Number;9007;412
Jamaica/St, Albans;Other Services;2020;Number;5569;412
Jamaica/St, Albans;Public Administration;2020;Number;8017;412
Jamaica/St, Albans;Retail;2020;Number;12272;412
Jamaica/St, Albans;Transportation, Warehousing, Wholesale;2020;Number;14486;412
Jamaica/St, Albans;Construction and Manufacturing;2021;Number;10079;412
Jamaica/St, Albans;Education;2021;Number;9002;412
Jamaica/St, Albans;Health Care and Social Services;2021;Number;28752;412
Jamaica/St, Albans;Hospitality, Accommodation, Restaurants;2021;Number;9032;412
Jamaica/St, Albans;Information, Finance, Real Estate;2021;Number;9715;412
Jamaica/St, Albans;Management and Professional Services;2021;Number;9263;412
Jamaica/St, Albans;Other Services;2021;Number;6241;412
Jamaica/St, Albans;Public Administration;2021;Number;8093;412
Jamaica/St, Albans;Retail;2021;Number;12377;412
Jamaica/St, Albans;Transportation, Warehousing, Wholesale;2021;Number;15618;412
Lower East Side;Construction and Manufacturing;2010;Number;5711;103
Lower East Side;Education;2010;Number;5739;103
Lower East Side;Health Care and Social Services;2010;Number;8537;103
Lower East Side;Hospitality, Accommodation, Restaurants;2010;Number;12789;103
Lower East Side;Information, Finance, Real Estate;2010;Number;15809;103
Lower East Side;Management and Professional Services;2010;Number;14383;103
Lower East Side;Other Services;2010;Number;3469;103
Lower East Side;Public Administration;2010;Number;2480;103
Lower East Side;Retail;2010;Number;6432;103
Lower East Side;Transportation, Warehousing, Wholesale;2010;Number;4378;103
Lower East Side;Construction and Manufacturing;2015;Number;4796;103
Lower East Side;Education;2015;Number;6007;103
Lower East Side;Health Care and Social Services;2015;Number;9064;103
Lower East Side;Hospitality, Accommodation, Restaurants;2015;Number;11303;103
Lower East Side;Information, Finance, Real Estate;2015;Number;15494;103
Lower East Side;Management and Professional Services;2015;Number;15842;103
Lower East Side;Other Services;2015;Number;3587;103
Lower East Side;Public Administration;2015;Number;1938;103
Lower East Side;Retail;2015;Number;7210;103
Lower East Side;Transportation, Warehousing, Wholesale;2015;Number;4613;103
Lower East Side;Construction and Manufacturing;2020;Number;3273;103
Lower East Side;Education;2020;Number;6409;103
Lower East Side;Health Care and Social Services;2020;Number;9326;103
Lower East Side;Hospitality, Accommodation, Restaurants;2020;Number;9335;103
Lower East Side;Information, Finance, Real Estate;2020;Number;13809;103
Lower East Side;Management and Professional Services;2020;Number;17148;103
Lower East Side;Other Services;2020;Number;3154;103
Lower East Side;Public Administration;2020;Number;1712;103
Lower East Side;Retail;2020;Number;5647;103
Lower East Side;Transportation, Warehousing, Wholesale;2020;Number;3558;103
Lower East Side;Construction and Manufacturing;2021;Number;3235;103
Lower East Side;Education;2021;Number;6250;103
Lower East Side;Health Care and Social Services;2021;Number;9878;103
Lower East Side;Hospitality, Accommodation, Restaurants;2021;Number;8636;103
Lower East Side;Information, Finance, Real Estate;2021;Number;14206;103
Lower East Side;Management and Professional Services;2021;Number;17719;103
Lower East Side;Other Services;2021;Number;3100;103
Lower East Side;Public Administration;2021;Number;1935;103
Lower East Side;Retail;2021;Number;5737;103
Lower East Side;Transportation, Warehousing, Wholesale;2021;Number;3821;103
Manhattanville;Construction and Manufacturing;2010;Number;3212;109
Manhattanville;Education;2010;Number;11171;109
Manhattanville;Health Care and Social Services;2010;Number;8012;109
Manhattanville;Hospitality, Accommodation, Restaurants;2010;Number;7865;109
Manhattanville;Information, Finance, Real Estate;2010;Number;6821;109
Manhattanville;Management and Professional Services;2010;Number;7531;109
Manhattanville;Other Services;2010;Number;2599;109
Manhattanville;Public Administration;2010;Number;1323;109
Manhattanville;Retail;2010;Number;4764;109
Manhattanville;Transportation, Warehousing, Wholesale;2010;Number;3083;109
Manhattanville;Construction and Manufacturing;2015;Number;3616;109
Manhattanville;Education;2015;Number;11381;109
Manhattanville;Health Care and Social Services;2015;Number;8835;109
Manhattanville;Hospitality, Accommodation, Restaurants;2015;Number;8759;109
Manhattanville;Information, Finance, Real Estate;2015;Number;7541;109
Manhattanville;Management and Professional Services;2015;Number;7090;109
Manhattanville;Other Services;2015;Number;3342;109
Manhattanville;Public Administration;2015;Number;1524;109
Manhattanville;Retail;2015;Number;5480;109
Manhattanville;Transportation, Warehousing, Wholesale;2015;Number;2791;109
Manhattanville;Construction and Manufacturing;2020;Number;3521;109
Manhattanville;Education;2020;Number;12088;109
Manhattanville;Health Care and Social Services;2020;Number;9615;109
Manhattanville;Hospitality, Accommodation, Restaurants;2020;Number;9830;109
Manhattanville;Information, Finance, Real Estate;2020;Number;7722;109
Manhattanville;Management and Professional Services;2020;Number;9360;109
Manhattanville;Other Services;2020;Number;4226;109
Manhattanville;Public Administration;2020;Number;1593;109
Manhattanville;Retail;2020;Number;5004;109
Manhattanville;Transportation, Warehousing, Wholesale;2020;Number;2602;109
Manhattanville;Construction and Manufacturing;2021;Number;3483;109
Manhattanville;Education;2021;Number;13472;109
Manhattanville;Health Care and Social Services;2021;Number;10175;109
Manhattanville;Hospitality, Accommodation, Restaurants;2021;Number;9767;109
Manhattanville;Information, Finance, Real Estate;2021;Number;8128;109
Manhattanville;Management and Professional Services;2021;Number;9281;109
Manhattanville;Other Services;2021;Number;4147;109
Manhattanville;Public Administration;2021;Number;1933;109
Manhattanville;Retail;2021;Number;4666;109
Manhattanville;Transportation, Warehousing, Wholesale;2021;Number;2910;109
Midtown Business District;Construction and Manufacturing;2010;Number;1382,56746;105
Midtown Business District;Education;2010;Number;2252,46756;105
Midtown Business District;Health Care and Social Services;2010;Number;2419,90998;105
Midtown Business District;Hospitality, Accommodation, Restaurants;2010;Number;3606,68321;105
Midtown Business District;Information, Finance, Real Estate;2010;Number;8217,68743;105
Midtown Business District;Management and Professional Services;2010;Number;6683,02088;105
Midtown Business District;Other Services;2010;Number;1101,71781;105
Midtown Business District;Public Administration;2010;Number;650,42377;105
Midtown Business District;Retail;2010;Number;2226,78416;105
Midtown Business District;Transportation, Warehousing, Wholesale;2010;Number;1174,7654;105
Midtown Business District;Construction and Manufacturing;2015;Number;1633,064;105
Midtown Business District;Education;2015;Number;2268,81154;105
Midtown Business District;Health Care and Social Services;2015;Number;2431,58426;105
Midtown Business District;Hospitality, Accommodation, Restaurants;2015;Number;3346,5137;105
Midtown Business District;Information, Finance, Real Estate;2015;Number;9480,17665;105
Midtown Business District;Management and Professional Services;2015;Number;7971,52705;105
Midtown Business District;Other Services;2015;Number;1006,32232;105
Midtown Business District;Public Administration;2015;Number;593,05306;105
Midtown Business District;Retail;2015;Number;2623,70943;105
Midtown Business District;Transportation, Warehousing, Wholesale;2015;Number;1217,79343;105
Midtown Business District;Construction and Manufacturing;2020;Number;1552,01119;105
Midtown Business District;Education;2020;Number;2420,57709;105
Midtown Business District;Health Care and Social Services;2020;Number;3004,29073;105
Midtown Business District;Hospitality, Accommodation, Restaurants;2020;Number;2997,28616;105
Midtown Business District;Information, Finance, Real Estate;2020;Number;10061,22189;105
Midtown Business District;Management and Professional Services;2020;Number;9290,05278;105
Midtown Business District;Other Services;2020;Number;1151,7504;105
Midtown Business District;Public Administration;2020;Number;717,1339;105
Midtown Business District;Retail;2020;Number;2290,49233;105
Midtown Business District;Transportation, Warehousing, Wholesale;2020;Number;1236,47227;105
Midtown Business District;Construction and Manufacturing;2021;Number;1659,4145;105
Midtown Business District;Education;2021;Number;2411,90477;105
Midtown Business District;Health Care and Social Services;2021;Number;3368,86159;105
Midtown Business District;Hospitality, Accommodation, Restaurants;2021;Number;3080,67383;105
Midtown Business District;Information, Finance, Real Estate;2021;Number;9677,30508;105
Midtown Business District;Management and Professional Services;2021;Number;9256,03061;105
Midtown Business District;Other Services;2021;Number;1133,07157;105
Midtown Business District;Public Administration;2021;Number;809,52743;105
Midtown Business District;Retail;2021;Number;2376,88195;105
Midtown Business District;Transportation, Warehousing, Wholesale;2021;Number;1288,83972;105
Morrisania;Construction and Manufacturing;2010;Number;2142,41427;203
Morrisania;Education;2010;Number;2014,7207;203
Morrisania;Health Care and Social Services;2010;Number;5870,47929;203
Morrisania;Hospitality, Accommodation, Restaurants;2010;Number;2393,88742;203
Morrisania;Information, Finance, Real Estate;2010;Number;1928,12392;203
Morrisania;Management and Professional Services;2010;Number;1888,98413;203
Morrisania;Other Services;2010;Number;1644,36044;203
Morrisania;Public Administration;2010;Number;823,40334;203
Morrisania;Retail;2010;Number;3288,23163;203
Morrisania;Transportation, Warehousing, Wholesale;2010;Number;2115,99491;203
Morrisania;Construction and Manufacturing;2015;Number;2083,21533;203
Morrisania;Education;2015;Number;2073,91963;203
Morrisania;Health Care and Social Services;2015;Number;6861,69447;203
Morrisania;Hospitality, Accommodation, Restaurants;2015;Number;3428,64562;203
Morrisania;Information, Finance, Real Estate;2015;Number;1963,83897;203
Morrisania;Management and Professional Services;2015;Number;2300,93042;203
Morrisania;Other Services;2015;Number;1832,23143;203
Morrisania;Public Administration;2015;Number;933,484;203
Morrisania;Retail;2015;Number;3514,75316;203
Morrisania;Transportation, Warehousing, Wholesale;2015;Number;2699,17778;203
Morrisania;Construction and Manufacturing;2020;Number;2392,90892;203
Morrisania;Education;2020;Number;2250,53794;203
Morrisania;Health Care and Social Services;2020;Number;7916,02257;203
Morrisania;Hospitality, Accommodation, Restaurants;2020;Number;3649,78544;203
Morrisania;Information, Finance, Real Estate;2020;Number;2518,15625;203
Morrisania;Management and Professional Services;2020;Number;2648,29606;203
Morrisania;Other Services;2020;Number;1853,26907;203
Morrisania;Public Administration;2020;Number;936,90873;203
Morrisania;Retail;2020;Number;3784,81771;203
Morrisania;Transportation, Warehousing, Wholesale;2020;Number;3144,3929;203
Morrisania;Construction and Manufacturing;2021;Number;2226,56482;203
Morrisania;Education;2021;Number;2196,23148;203
Morrisania;Health Care and Social Services;2021;Number;8294,70004;203
Morrisania;Hospitality, Accommodation, Restaurants;2021;Number;3369,93594;203
Morrisania;Information, Finance, Real Estate;2021;Number;2271,57558;203
Morrisania;Management and Professional Services;2021;Number;2845,952;203
Morrisania;Other Services;2021;Number;1766,18303;203
Morrisania;Public Administration;2021;Number;1016,1668;203
Morrisania;Retail;2021;Number;3762,80158;203
Morrisania;Transportation, Warehousing, Wholesale;2021;Number;3307,80152;203
Mott Haven;Construction and Manufacturing;2010;Number;3447,45659;201
Mott Haven;Education;2010;Number;2106,92048;201
Mott Haven;Health Care and Social Services;2010;Number;6662,57904;201
Mott Haven;Hospitality, Accommodation, Restaurants;2010;Number;3817,2816;201
Mott Haven;Information, Finance, Real Estate;2010;Number;2106,28394;201
Mott Haven;Management and Professional Services;2010;Number;2514,30087;201
Mott Haven;Other Services;2010;Number;1740,27812;201
Mott Haven;Public Administration;2010;Number;836,40287;201
Mott Haven;Retail;2010;Number;3824,28345;201
Mott Haven;Transportation, Warehousing, Wholesale;2010;Number;2418,18456;201
Mott Haven;Construction and Manufacturing;2015;Number;3029,89168;201
Mott Haven;Education;2015;Number;1927,41849;201
Mott Haven;Health Care and Social Services;2015;Number;6484,35012;201
Mott Haven;Hospitality, Accommodation, Restaurants;2015;Number;5660,04135;201
Mott Haven;Information, Finance, Real Estate;2015;Number;2317,61252;201
Mott Haven;Management and Professional Services;2015;Number;2580,50018;201
Mott Haven;Other Services;2015;Number;2080,18614;201
Mott Haven;Public Administration;2015;Number;868,866;201
Mott Haven;Retail;2015;Number;4361,51635;201
Mott Haven;Transportation, Warehousing, Wholesale;2015;Number;2658,7936;201
Mott Haven;Construction and Manufacturing;2020;Number;2569,04261;201
Mott Haven;Education;2020;Number;2728,81211;201
Mott Haven;Health Care and Social Services;2020;Number;8530,80007;201
Mott Haven;Hospitality, Accommodation, Restaurants;2020;Number;4302,95541;201
Mott Haven;Information, Finance, Real Estate;2020;Number;2541,67174;201
Mott Haven;Management and Professional Services;2020;Number;3521,93081;201
Mott Haven;Other Services;2020;Number;1790,56414;201
Mott Haven;Public Administration;2020;Number;1258,4235;201
