Location;Age Group;TimeFrame;DataFormat;Data;Fips
;;;;;
Hunts Point;Adults 25 Years and Older;2011;Number;31196.46995;202
;;;;;
Hunts Point;Children Under 18 Years;2011;Number;16132.8966;202
;;;;;
Hunts Point;Youth 18 to 24 Years;2011;Number;7933.0555;202
;;;;;
Hunts Point;Adults 25 Years and Older;2012;Number;32119.31554;202
;;;;;
Hunts Point;Children Under 18 Years;2012;Number;17146.97269;202
;;;;;
Hunts Point;Youth 18 to 24 Years;2012;Number;8289.25427;202
;;;;;
Hunts Point;Adults 25 Years and Older;2013;Number;33740.74689;202
;;;;;
Hunts Point;Children Under 18 Years;2013;Number;18130.51747;202
;;;;;
Hunts Point;Youth 18 to 24 Years;2013;Number;7354.05076;202
;;;;;
Hunts Point;Adults 25 Years and Older;2014;Number;35239.32601;202
;;;;;
Hunts Point;Children Under 18 Years;2014;Number;17762.68771;202
;;;;;
Hunts Point;Youth 18 to 24 Years;2014;Number;7750.59449;202
;;;;;
Hunts Point;Adults 25 Years and Older;2015;Number;35401.938;202
;;;;;
Hunts Point;Children Under 18 Years;2015;Number;16758.621;202
;;;;;
Hunts Point;Youth 18 to 24 Years;2015;Number;7765.296;202
;;;;;
Hunts Point;Adults 25 Years and Older;2016;Number;35564.12921;202
;;;;;
Hunts Point;Children Under 18 Years;2016;Number;17196.399;202
;;;;;
Hunts Point;Youth 18 to 24 Years;2016;Number;7596.20779;202
;;;;;
Hunts Point;Adults 25 Years and Older;2017;Number;35758.72197;202
;;;;;
Hunts Point;Children Under 18 Years;2017;Number;14752.44463;202
;;;;;
Hunts Point;Youth 18 to 24 Years;2017;Number;6319.62045;202
;;;;;
Hunts Point;Adults 25 Years and Older;2018;Number;36625.95694;202
;;;;;
Hunts Point;Children Under 18 Years;2018;Number;16598.86275;202
;;;;;
Hunts Point;Youth 18 to 24 Years;2018;Number;6385.04471;202
;;;;;
Hunts Point;Adults 25 Years and Older;2019;Number;34508.39159;202
;;;;;
Hunts Point;Children Under 18 Years;2019;Number;13284.7603;202
;;;;;
Hunts Point;Youth 18 to 24 Years;2019;Number;5572.69343;202
;;;;;
Hunts Point;Children Under 18 Years;2021;Number;15768;202
;;;;;
Hunts Point;Youth 18 to 24 Years;2021;Number;5483;202
;;;;;
Hunts Point;Adults 25 Years and Older;2021;Number;36743;202
;;;;;
Hunts Point;Children Under 18 Years;2022;Number;11407;202
;;;;;
Hunts Point;Youth 18 to 24 Years;2022;Number;5708;202
;;;;;
Hunts Point;Adults 25 Years and Older;2022;Number;32841;202
;;;;;
Jackson Heights;Adults 25 Years and Older;2005;Number;119345;403
;;;;;
Jackson Heights;Children Under 18 Years;2005;Number;42878;403
;;;;;
Jackson Heights;Youth 18 to 24 Years;2005;Number;18791;403
;;;;;
Jackson Heights;Adults 25 Years and Older;2006;Number;118130;403
;;;;;
Jackson Heights;Children Under 18 Years;2006;Number;39843;403
;;;;;
Jackson Heights;Youth 18 to 24 Years;2006;Number;18414;403
;;;;;
Jackson Heights;Adults 25 Years and Older;2007;Number;127810;403
;;;;;
Jackson Heights;Children Under 18 Years;2007;Number;36417;403
;;;;;
Jackson Heights;Youth 18 to 24 Years;2007;Number;17914;403
;;;;;
Jackson Heights;Adults 25 Years and Older;2008;Number;127827;403
;;;;;
Jackson Heights;Children Under 18 Years;2008;Number;42983;403
;;;;;
Jackson Heights;Youth 18 to 24 Years;2008;Number;19363;403
;;;;;
Jackson Heights;Adults 25 Years and Older;2009;Number;129107;403
;;;;;
Jackson Heights;Children Under 18 Years;2009;Number;39476;403
;;;;;
Jackson Heights;Youth 18 to 24 Years;2009;Number;19319;403
;;;;;
Jackson Heights;Adults 25 Years and Older;2010;Number;114332;403
;;;;;
Jackson Heights;Children Under 18 Years;2010;Number;37534;403
;;;;;
Jackson Heights;Youth 18 to 24 Years;2010;Number;18295;403
;;;;;
Jackson Heights;Adults 25 Years and Older;2011;Number;126745;403
;;;;;
Jackson Heights;Children Under 18 Years;2011;Number;38859;403
;;;;;
Jackson Heights;Youth 18 to 24 Years;2011;Number;20063;403
;;;;;
Jackson Heights;Adults 25 Years and Older;2012;Number;124308;403
;;;;;
Jackson Heights;Children Under 18 Years;2012;Number;35416;403
;;;;;
Jackson Heights;Youth 18 to 24 Years;2012;Number;20017;403
;;;;;
Jackson Heights;Adults 25 Years and Older;2013;Number;128522;403
;;;;;
Jackson Heights;Children Under 18 Years;2013;Number;41781;403
;;;;;
Jackson Heights;Youth 18 to 24 Years;2013;Number;22586;403
;;;;;
Jackson Heights;Adults 25 Years and Older;2014;Number;126775;403
;;;;;
Jackson Heights;Children Under 18 Years;2014;Number;40111;403
;;;;;
Jackson Heights;Youth 18 to 24 Years;2014;Number;15468;403
;;;;;
Jackson Heights;Adults 25 Years and Older;2015;Number;125786;403
;;;;;
Jackson Heights;Children Under 18 Years;2015;Number;42510;403
;;;;;
Jackson Heights;Youth 18 to 24 Years;2015;Number;18119;403
;;;;;
Jackson Heights;Adults 25 Years and Older;2016;Number;115753;403
;;;;;
Jackson Heights;Children Under 18 Years;2016;Number;36922;403
;;;;;
Jackson Heights;Youth 18 to 24 Years;2016;Number;13469;403
;;;;;
Jackson Heights;Adults 25 Years and Older;2017;Number;118342;403
;;;;;
Jackson Heights;Children Under 18 Years;2017;Number;38762;403
;;;;;
Jackson Heights;Youth 18 to 24 Years;2017;Number;13118;403
;;;;;
Jackson Heights;Adults 25 Years and Older;2018;Number;128558;403
;;;;;
Jackson Heights;Children Under 18 Years;2018;Number;40360;403
;;;;;
Jackson Heights;Youth 18 to 24 Years;2018;Number;12869;403
;;;;;
Jackson Heights;Adults 25 Years and Older;2019;Number;124775;403
;;;;;
Jackson Heights;Children Under 18 Years;2019;Number;36069;403
;;;;;
Jackson Heights;Youth 18 to 24 Years;2019;Number;14431;403
;;;;;
Jackson Heights;Children Under 18 Years;2021;Number;28791;403
;;;;;
Jackson Heights;Youth 18 to 24 Years;2021;Number;12189;403
;;;;;
Jackson Heights;Adults 25 Years and Older;2021;Number;112763;403
;;;;;
Jackson Heights;Children Under 18 Years;2022;Number;34324;403
;;;;;
Jackson Heights;Youth 18 to 24 Years;2022;Number;13476;403
;;;;;
Jackson Heights;Adults 25 Years and Older;2022;Number;114886;403
;;;;;
Jamaica/St. Albans;Adults 25 Years and Older;2005;Number;140357;412
;;;;;
Jamaica/St. Albans;Children Under 18 Years;2005;Number;62125;412
;;;;;
Jamaica/St. Albans;Youth 18 to 24 Years;2005;Number;22292;412
;;;;;
Jamaica/St. Albans;Adults 25 Years and Older;2006;Number;137856;412
;;;;;
Jamaica/St. Albans;Children Under 18 Years;2006;Number;58142;412
;;;;;
Jamaica/St. Albans;Youth 18 to 24 Years;2006;Number;20117;412
;;;;;
Jamaica/St. Albans;Adults 25 Years and Older;2007;Number;143834;412
;;;;;
Jamaica/St. Albans;Children Under 18 Years;2007;Number;52133;412
;;;;;
Jamaica/St. Albans;Youth 18 to 24 Years;2007;Number;22153;412
;;;;;
Jamaica/St. Albans;Adults 25 Years and Older;2008;Number;144532;412
;;;;;
Jamaica/St. Albans;Children Under 18 Years;2008;Number;54552;412
;;;;;
Jamaica/St. Albans;Youth 18 to 24 Years;2008;Number;23723;412
;;;;;
Jamaica/St. Albans;Adults 25 Years and Older;2009;Number;145969;412
;;;;;
Jamaica/St. Albans;Children Under 18 Years;2009;Number;53280;412
;;;;;
Jamaica/St. Albans;Youth 18 to 24 Years;2009;Number;21669;412
;;;;;
Jamaica/St. Albans;Adults 25 Years and Older;2010;Number;145438;412
;;;;;
Jamaica/St. Albans;Children Under 18 Years;2010;Number;53075;412
;;;;;
Jamaica/St. Albans;Youth 18 to 24 Years;2010;Number;23561;412
;;;;;
Jamaica/St. Albans;Adults 25 Years and Older;2011;Number;150742;412
;;;;;
Jamaica/St. Albans;Children Under 18 Years;2011;Number;58217;412
;;;;;
Jamaica/St. Albans;Youth 18 to 24 Years;2011;Number;22854;412
;;;;;
Jamaica/St. Albans;Adults 25 Years and Older;2012;Number;151506;412
;;;;;
Jamaica/St. Albans;Children Under 18 Years;2012;Number;53917;412
;;;;;
Jamaica/St. Albans;Youth 18 to 24 Years;2012;Number;22705;412
;;;;;
Jamaica/St. Albans;Adults 25 Years and Older;2013;Number;158444;412
;;;;;
Jamaica/St. Albans;Children Under 18 Years;2013;Number;60919;412
;;;;;
Jamaica/St. Albans;Youth 18 to 24 Years;2013;Number;26787;412
;;;;;
Jamaica/St. Albans;Adults 25 Years and Older;2014;Number;164402;412
;;;;;
Jamaica/St. Albans;Children Under 18 Years;2014;Number;60959;412
;;;;;
Jamaica/St. Albans;Youth 18 to 24 Years;2014;Number;25641;412
;;;;;
Jamaica/St. Albans;Adults 25 Years and Older;2015;Number;166281;412
;;;;;
Jamaica/St. Albans;Children Under 18 Years;2015;Number;57363;412
;;;;;
Jamaica/St. Albans;Youth 18 to 24 Years;2015;Number;23302;412
;;;;;
Jamaica/St. Albans;Adults 25 Years and Older;2016;Number;166133;412
;;;;;
Jamaica/St. Albans;Children Under 18 Years;2016;Number;54690;412
;;;;;
Jamaica/St. Albans;Youth 18 to 24 Years;2016;Number;22477;412
;;;;;
Jamaica/St. Albans;Adults 25 Years and Older;2017;Number;173802;412
;;;;;
Jamaica/St. Albans;Children Under 18 Years;2017;Number;52981;412
;;;;;
Jamaica/St. Albans;Youth 18 to 24 Years;2017;Number;22548;412
;;;;;
Jamaica/St. Albans;Adults 25 Years and Older;2018;Number;166450;412
;;;;;
Jamaica/St. Albans;Children Under 18 Years;2018;Number;54132;412
;;;;;
Jamaica/St. Albans;Youth 18 to 24 Years;2018;Number;20957;412
;;;;;
Jamaica/St. Albans;Adults 25 Years and Older;2019;Number;166356;412
;;;;;
Jamaica/St. Albans;Children Under 18 Years;2019;Number;53821;412
;;;;;
Jamaica/St. Albans;Youth 18 to 24 Years;2019;Number;21098;412
;;;;;
Jamaica/St. Albans;Children Under 18 Years;2021;Number;64059;412
;;;;;
Jamaica/St. Albans;Youth 18 to 24 Years;2021;Number;23242;412
;;;;;
Jamaica/St. Albans;Adults 25 Years and Older;2021;Number;183387;412
;;;;;
Jamaica/St. Albans;Children Under 18 Years;2022;Number;51410;412
;;;;;
Jamaica/St. Albans;Youth 18 to 24 Years;2022;Number;23035;412
;;;;;
Jamaica/St. Albans;Adults 25 Years and Older;2022;Number;173713;412
;;;;;
Lower East Side;Adults 25 Years and Older;2005;Number;110077;103
;;;;;
Lower East Side;Children Under 18 Years;2005;Number;24408;103
;;;;;
Lower East Side;Youth 18 to 24 Years;2005;Number;11071;103
;;;;;
Lower East Side;Adults 25 Years and Older;2006;Number;135425;103
;;;;;
Lower East Side;Children Under 18 Years;2006;Number;26456;103
;;;;;
Lower East Side;Youth 18 to 24 Years;2006;Number;16788;103
;;;;;
Lower East Side;Adults 25 Years and Older;2007;Number;130514;103
;;;;;
Lower East Side;Children Under 18 Years;2007;Number;25387;103
;;;;;
Lower East Side;Youth 18 to 24 Years;2007;Number;16502;103
;;;;;
Lower East Side;Adults 25 Years and Older;2008;Number;129901;103
;;;;;
Lower East Side;Children Under 18 Years;2008;Number;20117;103
;;;;;
Lower East Side;Youth 18 to 24 Years;2008;Number;18776;103
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
Lower East Side;Adults 25 Years and Older;2009;Number;122117;103
;;;;;
Lower East Side;Children Under 18 Years;2009;Number;24075;103
;;;;;
Lower East Side;Youth 18 to 24 Years;2009;Number;15822;103
;;;;;
Lower East Side;Adults 25 Years and Older;2010;Number;117856;103
;;;;;
Lower East Side;Children Under 18 Years;2010;Number;22410;103
;;;;;
Lower East Side;Youth 18 to 24 Years;2010;Number;18743;103
;;;;;
Lower East Side;Adults 25 Years and Older;2011;Number;124165;103
;;;;;
Lower East Side;Children Under 18 Years;2011;Number;22427;103
;;;;;
Lower East Side;Youth 18 to 24 Years;2011;Number;19182;103
;;;;;
Lower East Side;Adults 25 Years and Older;2012;Number;122278;103
;;;;;
Lower East Side;Children Under 18 Years;2012;Number;21645;103
;;;;;
Lower East Side;Youth 18 to 24 Years;2012;Number;23127;103
;;;;;
Lower East Side;Adults 25 Years and Older;2013;Number;129910;103
;;;;;
Lower East Side;Children Under 18 Years;2013;Number;19081;103
;;;;;
Lower East Side;Youth 18 to 24 Years;2013;Number;14829;103
;;;;;
Lower East Side;Adults 25 Years and Older;2014;Number;119679;103
;;;;;
Lower East Side;Children Under 18 Years;2014;Number;16425;103
;;;;;
Lower East Side;Youth 18 to 24 Years;2014;Number;16349;103
;;;;;
Lower East Side;Adults 25 Years and Older;2015;Number;124074;103
;;;;;
Lower East Side;Children Under 18 Years;2015;Number;20564;103
;;;;;
Lower East Side;Youth 18 to 24 Years;2015;Number;19398;103
;;;;;
Lower East Side;Adults 25 Years and Older;2016;Number;126438;103
;;;;;
Lower East Side;Children Under 18 Years;2016;Number;17277;103
;;;;;
Lower East Side;Youth 18 to 24 Years;2016;Number;15581;103
;;;;;
Lower East Side;Adults 25 Years and Older;2017;Number;122469;103
;;;;;
Lower East Side;Children Under 18 Years;2017;Number;20001;103
;;;;;
Lower East Side;Youth 18 to 24 Years;2017;Number;18020;103
;;;;;
Lower East Side;Adults 25 Years and Older;2018;Number;119425;103
;;;;;
Lower East Side;Children Under 18 Years;2018;Number;17274;103
;;;;;
Lower East Side;Youth 18 to 24 Years;2018;Number;18709;103
;;;;;
Lower East Side;Adults 25 Years and Older;2019;Number;130925;103
;;;;;
Lower East Side;Children Under 18 Years;2019;Number;17980;103
;;;;;
Lower East Side;Youth 18 to 24 Years;2019;Number;18223;103
;;;;;
Lower East Side;Children Under 18 Years;2021;Number;15644;103
;;;;;
Lower East Side;Youth 18 to 24 Years;2021;Number;19342;103
;;;;;
Lower East Side;Adults 25 Years and Older;2021;Number;106080;103
;;;;;
Lower East Side;Children Under 18 Years;2022;Number;14397;103
;;;;;
Lower East Side;Youth 18 to 24 Years;2022;Number;20410;103
;;;;;
Lower East Side;Adults 25 Years and Older;2022;Number;106980;103
;;;;;
Manhattanville;Adults 25 Years and Older;2005;Number;79504;109
;;;;;
Manhattanville;Children Under 18 Years;2005;Number;25142;109
;;;;;
Manhattanville;Youth 18 to 24 Years;2005;Number;9759;109
;;;;;
Manhattanville;Adults 25 Years and Older;2006;Number;81571;109
;;;;;
Manhattanville;Children Under 18 Years;2006;Number;20907;109
;;;;;
Manhattanville;Youth 18 to 24 Years;2006;Number;20258;109
;;;;;
Manhattanville;Adults 25 Years and Older;2007;Number;90201;109
;;;;;
Manhattanville;Children Under 18 Years;2007;Number;23359;109
;;;;;
Manhattanville;Youth 18 to 24 Years;2007;Number;16896;109
;;;;;
Manhattanville;Adults 25 Years and Older;2008;Number;80026;109
;;;;;
Manhattanville;Children Under 18 Years;2008;Number;25306;109
;;;;;
Manhattanville;Youth 18 to 24 Years;2008;Number;18031;109
;;;;;
Manhattanville;Adults 25 Years and Older;2009;Number;86589;109
;;;;;
Manhattanville;Children Under 18 Years;2009;Number;25171;109
;;;;;
Manhattanville;Youth 18 to 24 Years;2009;Number;21091;109
;;;;;
Manhattanville;Adults 25 Years and Older;2010;Number;87692;109
;;;;;
Manhattanville;Children Under 18 Years;2010;Number;24016;109
;;;;;
Manhattanville;Youth 18 to 24 Years;2010;Number;26340;109
;;;;;
Manhattanville;Adults 25 Years and Older;2011;Number;92318;109
;;;;;
Manhattanville;Children Under 18 Years;2011;Number;22315;109
;;;;;
Manhattanville;Youth 18 to 24 Years;2011;Number;23882;109
;;;;;
Manhattanville;Adults 25 Years and Older;2012;Number;86648;109
;;;;;
Manhattanville;Children Under 18 Years;2012;Number;19930;109
;;;;;
Manhattanville;Youth 18 to 24 Years;2012;Number;21515;109
;;;;;
Manhattanville;Adults 25 Years and Older;2013;Number;85925;109
;;;;;
Manhattanville;Children Under 18 Years;2013;Number;19759;109
;;;;;
Manhattanville;Youth 18 to 24 Years;2013;Number;24333;109
;;;;;
Manhattanville;Adults 25 Years and Older;2014;Number;83561;109
;;;;;
Manhattanville;Children Under 18 Years;2014;Number;22159;109
;;;;;
Manhattanville;Youth 18 to 24 Years;2014;Number;25019;109
;;;;;
Manhattanville;Adults 25 Years and Older;2015;Number;89619;109
;;;;;
Manhattanville;Children Under 18 Years;2015;Number;21968;109
;;;;;
Manhattanville;Youth 18 to 24 Years;2015;Number;21043;109
;;;;;
Manhattanville;Adults 25 Years and Older;2016;Number;83396;109
;;;;;
Manhattanville;Children Under 18 Years;2016;Number;20072;109
;;;;;
Manhattanville;Youth 18 to 24 Years;2016;Number;21727;109
;;;;;
Manhattanville;Adults 25 Years and Older;2017;Number;96715;109
;;;;;
Manhattanville;Children Under 18 Years;2017;Number;18563;109
;;;;;
Manhattanville;Youth 18 to 24 Years;2017;Number;20739;109
;;;;;
Manhattanville;Adults 25 Years and Older;2018;Number;99291;109
;;;;;
Manhattanville;Children Under 18 Years;2018;Number;22889;109
;;;;;
Manhattanville;Youth 18 to 24 Years;2018;Number;23260;109
;;;;;
Manhattanville;Adults 25 Years and Older;2019;Number;93785;109
;;;;;
Manhattanville;Children Under 18 Years;2019;Number;17334;109
;;;;;
Manhattanville;Youth 18 to 24 Years;2019;Number;21718;109
;;;;;
Manhattanville;Children Under 18 Years;2021;Number;16716;109
;;;;;
Manhattanville;Youth 18 to 24 Years;2021;Number;18666;109
;;;;;
Manhattanville;Adults 25 Years and Older;2021;Number;83044;109
;;;;;
Manhattanville;Children Under 18 Years;2022;Number;12380;109
;;;;;
Manhattanville;Youth 18 to 24 Years;2022;Number;17331;109
;;;;;
Manhattanville;Adults 25 Years and Older;2022;Number;76090;109
;;;;;
Midtown Business District;Adults 25 Years and Older;2005;Number;37607.16898;105
;;;;;
Midtown Business District;Children Under 18 Years;2005;Number;3481.93526;105
;;;;;
Midtown Business District;Youth 18 to 24 Years;2005;Number;3331.50392;105
;;;;;
Midtown Business District;Adults 25 Years and Older;2006;Number;35988.78121;105
;;;;;
Midtown Business District;Children Under 18 Years;2006;Number;3744.10608;105
;;;;;
Midtown Business District;Youth 18 to 24 Years;2006;Number;4108.67694;105
;;;;;
Midtown Business District;Adults 25 Years and Older;2007;Number;37515.7761;105
;;;;;
Midtown Business District;Children Under 18 Years;2007;Number;3142.3807;105
;;;;;
Midtown Business District;Youth 18 to 24 Years;2007;Number;3760.45006;105
;;;;;
Midtown Business District;Adults 25 Years and Older;2008;Number;40753.55229;105
;;;;;
Midtown Business District;Children Under 18 Years;2008;Number;3939.23321;105
;;;;;
Midtown Business District;Youth 18 to 24 Years;2008;Number;3723.75949;105
;;;;;
Midtown Business District;Adults 25 Years and Older;2009;Number;39569.11392;105
;;;;;
Midtown Business District;Children Under 18 Years;2009;Number;3852.17649;105
;;;;;
Midtown Business District;Youth 18 to 24 Years;2009;Number;5768.09144;105
;;;;;
Midtown Business District;Adults 25 Years and Older;2010;Number;35499.79596;105
;;;;;
Midtown Business District;Children Under 18 Years;2010;Number;3462.58932;105
;;;;;
Midtown Business District;Youth 18 to 24 Years;2010;Number;5890.50452;105
;;;;;
Midtown Business District;Adults 25 Years and Older;2011;Number;39505.40574;105
;;;;;
Midtown Business District;Children Under 18 Years;2011;Number;4315.14479;105
;;;;;
Midtown Business District;Youth 18 to 24 Years;2011;Number;3894.20387;105
;;;;;
Midtown Business District;Adults 25 Years and Older;2012;Number;38524.09972;105
;;;;;
Midtown Business District;Children Under 18 Years;2012;Number;3867.18627;105
;;;;;
Midtown Business District;Youth 18 to 24 Years;2012;Number;4662.03747;105
;;;;;
Midtown Business District;Adults 25 Years and Older;2013;Number;38974.39311;105
;;;;;
Midtown Business District;Children Under 18 Years;2013;Number;4664.03878;105
;;;;;
Midtown Business District;Youth 18 to 24 Years;2013;Number;5392.17985;105
;;;;;
Midtown Business District;Adults 25 Years and Older;2014;Number;41230.19617;105
;;;;;
Midtown Business District;Children Under 18 Years;2014;Number;4223.75191;105
;;;;;
Midtown Business District;Youth 18 to 24 Years;2014;Number;4394.1963;105
;;;;;
Midtown Business District;Adults 25 Years and Older;2015;Number;44399.288;105
;;;;;
Midtown Business District;Children Under 18 Years;2015;Number;4495.306;105
;;;;;
Midtown Business District;Youth 18 to 24 Years;2015;Number;4413.81;105
;;;;;
Midtown Business District;Adults 25 Years and Older;2016;Number;38386.16409;105
;;;;;
Midtown Business District;Children Under 18 Years;2016;Number;3823.298;105
;;;;;
Midtown Business District;Youth 18 to 24 Years;2016;Number;4633.03591;105
;;;;;
Midtown Business District;Adults 25 Years and Older;2017;Number;42566.73363;105
;;;;;
Midtown Business District;Children Under 18 Years;2017;Number;3679.39725;105
;;;;;
Midtown Business District;Youth 18 to 24 Years;2017;Number;4605.33386;105
;;;;;
Midtown Business District;Adults 25 Years and Older;2018;Number;45074.70099;105
;;;;;
Midtown Business District;Children Under 18 Years;2018;Number;5562.29068;105
;;;;;
Midtown Business District;Youth 18 to 24 Years;2018;Number;4549.6309;105
;;;;;
Midtown Business District;Adults 25 Years and Older;2019;Number;46752.79432;105
;;;;;
Midtown Business District;Children Under 18 Years;2019;Number;4742.75673;105
;;;;;
Midtown Business District;Youth 18 to 24 Years;2019;Number;4304.13762;105
;;;;;
Midtown Business District;Children Under 18 Years;2021;Number;4709;105
;;;;;
Midtown Business District;Youth 18 to 24 Years;2021;Number;3760;105
;;;;;
Midtown Business District;Adults 25 Years and Older;2021;Number;42205;105
;;;;;
Midtown Business District;Children Under 18 Years;2022;Number;5054;105
;;;;;
Midtown Business District;Youth 18 to 24 Years;2022;Number;4774;105
;;;;;
Midtown Business District;Adults 25 Years and Older;2022;Number;42742;105
;;;;;
Morrisania;Adults 25 Years and Older;2005;Number;36117.21992;203
;;;;;
Morrisania;Children Under 18 Years;2005;Number;24798.97109;203
;;;;;
Morrisania;Youth 18 to 24 Years;2005;Number;7900.36666;203
;;;;;
Morrisania;Adults 25 Years and Older;2006;Number;40021.414;203
;;;;;
Morrisania;Children Under 18 Years;2006;Number;27436.01445;203
;;;;;
Morrisania;Youth 18 to 24 Years;2006;Number;9329.94749;203
;;;;;
Morrisania;Adults 25 Years and Older;2007;Number;41085.0378;203
;;;;;
Morrisania;Children Under 18 Years;2007;Number;25185.96576;203
;;;;;
Morrisania;Youth 18 to 24 Years;2007;Number;9327.01201;203
;;;;;
Morrisania;Adults 25 Years and Older;2008;Number;39462.69349;203
;;;;;
Morrisania;Children Under 18 Years;2008;Number;23977.52474;203
;;;;;
Morrisania;Youth 18 to 24 Years;2008;Number;11376.46928;203
;;;;;
Morrisania;Adults 25 Years and Older;2009;Number;40039.51615;203
;;;;;
Morrisania;Children Under 18 Years;2009;Number;23443.75585;203
;;;;;
Morrisania;Youth 18 to 24 Years;2009;Number;9865.18413;203
;;;;;
Morrisania;Adults 25 Years and Older;2010;Number;42506.30143;203
;;;;;
Morrisania;Children Under 18 Years;2010;Number;24819.51947;203
;;;;;
Morrisania;Youth 18 to 24 Years;2010;Number;11272.25958;203
;;;;;
Morrisania;Adults 25 Years and Older;2011;Number;45507.83409;203
;;;;;
Morrisania;Children Under 18 Years;2011;Number;25736.36906;203
;;;;;
Morrisania;Youth 18 to 24 Years;2011;Number;13125.52865;203
;;;;;
Morrisania;Adults 25 Years and Older;2012;Number;45215.26416;203
;;;;;
Morrisania;Children Under 18 Years;2012;Number;26270.6272;203
;;;;;
Morrisania;Youth 18 to 24 Years;2012;Number;10134.27018;203
;;;;;
Morrisania;Adults 25 Years and Older;2013;Number;48410.04954;203
;;;;;
Morrisania;Children Under 18 Years;2013;Number;23510.78274;203
;;;;;
Morrisania;Youth 18 to 24 Years;2013;Number;10637.70574;203
;;;;;
Morrisania;Adults 25 Years and Older;2014;Number;48180.10327;203
;;;;;
Morrisania;Children Under 18 Years;2014;Number;24094.94411;203
;;;;;
Morrisania;Youth 18 to 24 Years;2014;Number;11996.3457;203
;;;;;
Morrisania;Adults 25 Years and Older;2015;Number;50344.995;203
;;;;;
Morrisania;Children Under 18 Years;2015;Number;24806.481;203
;;;;;
Morrisania;Youth 18 to 24 Years;2015;Number;11023.038;203
;;;;;
Morrisania;Adults 25 Years and Older;2016;Number;50488.8307;203
;;;;;
Morrisania;Children Under 18 Years;2016;Number;23360.997;203
;;;;;
Morrisania;Youth 18 to 24 Years;2016;Number;11598.0323;203
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
Morrisania;Adults 25 Years and Older;2017;Number;55938.58819;203
;;;;;
Morrisania;Children Under 18 Years;2017;Number;24685.95494;203
;;;;;
Morrisania;Youth 18 to 24 Years;2017;Number;11390.65745;203
;;;;;
Morrisania;Adults 25 Years and Older;2018;Number;51467.84565;203
;;;;;
Morrisania;Children Under 18 Years;2018;Number;23338.07842;203
;;;;;
Morrisania;Youth 18 to 24 Years;2018;Number;11035.46385;203
;;;;;
Morrisania;Adults 25 Years and Older;2019;Number;50190.42074;203
;;;;;
Morrisania;Children Under 18 Years;2019;Number;23326.33648;203
;;;;;
Morrisania;Youth 18 to 24 Years;2019;Number;11088.79182;203
;;;;;
Morrisania;Children Under 18 Years;2021;Number;22272;203
;;;;;
Morrisania;Youth 18 to 24 Years;2021;Number;10273;203
;;;;;
Morrisania;Adults 25 Years and Older;2021;Number;53334;203
;;;;;
Morrisania;Children Under 18 Years;2022;Number;24415;203
;;;;;
Morrisania;Youth 18 to 24 Years;2022;Number;10112;203
;;;;;
Morrisania;Adults 25 Years and Older;2022;Number;53230;203
;;;;;
Mott Haven;Adults 25 Years and Older;2005;Number;47242.12202;201
;;;;;
Mott Haven;Children Under 18 Years;2005;Number;31210.43045;201
;;;;;
Mott Haven;Youth 18 to 24 Years;2005;Number;7551.81406;201
;;;;;
Mott Haven;Adults 25 Years and Older;2006;Number;50305.11336;201
;;;;;
Mott Haven;Children Under 18 Years;2006;Number;25982.59423;201
;;;;;
Mott Haven;Youth 18 to 24 Years;2006;Number;11490.03671;201
;;;;;
Mott Haven;Adults 25 Years and Older;2007;Number;54749.37885;201
;;;;;
Mott Haven;Children Under 18 Years;2007;Number;28866.08359;201
;;;;;
Mott Haven;Youth 18 to 24 Years;2007;Number;12288.8842;201
;;;;;
Mott Haven;Adults 25 Years and Older;2008;Number;53796.49065;201
;;;;;
Mott Haven;Children Under 18 Years;2008;Number;31847.59885;201
;;;;;
Mott Haven;Youth 18 to 24 Years;2008;Number;11296.53102;201
;;;;;
Mott Haven;Adults 25 Years and Older;2009;Number;54757.01723;201
;;;;;
Mott Haven;Children Under 18 Years;2009;Number;29680.84438;201
;;;;;
Mott Haven;Youth 18 to 24 Years;2009;Number;12302.25137;201
;;;;;
Mott Haven;Adults 25 Years and Older;2010;Number;57835.28534;201
;;;;;
Mott Haven;Children Under 18 Years;2010;Number;27813.89641;201
;;;;;
Mott Haven;Youth 18 to 24 Years;2010;Number;14152.64951;201
;;;;;
Mott Haven;Adults 25 Years and Older;2011;Number;54633.53005;201
;;;;;
Mott Haven;Children Under 18 Years;2011;Number;28253.1034;201
;;;;;
